
Liste des tickets avec taches GLPI migrees vers DSIHUB
Total: 11279 tickets, 15577 taches GLPI migrees
Ticket #96 | Archivage fichiers de pointage | 1 tache(s) | IDs GLPI: 51114
Ticket #31469 | Fichier endommagé | 1 tache(s) | IDs GLPI: 18549
Ticket #31471 | changement de bureau - conservation de ma ligne téléphonique | 2 tache(s) | IDs GLPI: 18545,18546
Ticket #31480 | Problème de connexion réseau | 2 tache(s) | IDs GLPI: 18533,18534
Ticket #31483 | TR: Quarantine Report for csierge@ivry94.fr | 1 tache(s) | IDs GLPI: 18528
Ticket #31484 | Création compte rainbow | 1 tache(s) | IDs GLPI: 18525
Ticket #31486 | mail générique accueil.rdu@ivry94.fr | 1 tache(s) | IDs GLPI: 18521
Ticket #31487 | accès E200 et E112 | 1 tache(s) | IDs GLPI: 18519
Ticket #31489 | Demande d'espace supplémentaire (MAC) | 1 tache(s) | IDs GLPI: 18516
Ticket #31491 | Problème email  | 1 tache(s) | IDs GLPI: 18514
Ticket #31493 | Problème d'accès aux lecteur réseaux ATSL | 2 tache(s) | IDs GLPI: 18510,18511
Ticket #31494 | urgent : restauration de dossier | 1 tache(s) | IDs GLPI: 18507
Ticket #31496 | Arrivée de Mr Cohen Marc besoin matériel et accès | 1 tache(s) | IDs GLPI: 18505
Ticket #31498 | Demande de session | 1 tache(s) | IDs GLPI: 18503
Ticket #31499 | Demande du Parc auto | 2 tache(s) | IDs GLPI: 18500,18501
Ticket #31500 | Long câble HDMI | 1 tache(s) | IDs GLPI: 18498
Ticket #31501 | problème pointeuse crèche Madeleine BRES | 1 tache(s) | IDs GLPI: 18496
Ticket #31502 | changement de téléphone et modification boite accueil | 6 tache(s) | IDs GLPI: 18489,18490,18491,18492,18493,18494
Ticket #31505 | CREATION DE COMPTE OUTLOOK | 1 tache(s) | IDs GLPI: 18485
Ticket #31506 | Accès dossier X: | 1 tache(s) | IDs GLPI: 18483
Ticket #31507 | Mme JAIED ne parvient pas à ouvir les liens des ses réseaux sociaux professionnels | 1 tache(s) | IDs GLPI: 18481
Ticket #31508 | récupération des usagers de Syracuse vers Edutice | 4 tache(s) | IDs GLPI: 18476,18477,18478,18479
Ticket #31510 | Ajout dans le groupes DIRECTIONS | 1 tache(s) | IDs GLPI: 18473
Ticket #31515 | Problème de non réception de mail professionnel  | 1 tache(s) | IDs GLPI: 18466
Ticket #31517 | TR: Demande du ticket 31251 - Boite mail Générique  | 5 tache(s) | IDs GLPI: 18457,18458,18459,18460,18461
Ticket #31520 | demande d'un deuxieme  écran   | 1 tache(s) | IDs GLPI: 18453
Ticket #31523 | Demande IP Imprimante Mairie  | 1 tache(s) | IDs GLPI: 18450
Ticket #31528 | TR: [GLPI #0030842] Ticket résolu SERVICE VIE DES QUARTIERS - OUVERTURE COMPTE WINDOWS | 1 tache(s) | IDs GLPI: 18444
Ticket #31533 | URGENT : Fiche Arrivée M. AMARA | 1 tache(s) | IDs GLPI: 18437
Ticket #31545 | Demande d’information | 1 tache(s) | IDs GLPI: 18424
Ticket #31553 | Demande lecteur Personnel | 1 tache(s) | IDs GLPI: 18416
Ticket #31557 | Fichier supprimé par erreur et introuvable | 1 tache(s) | IDs GLPI: 18411
Ticket #31558 | RE: [GLPI #0030156] Root entity &gt; Support | Clôture du ticket : Accès dossier (K:) | 1 tache(s) | IDs GLPI: 18408
Ticket #31560 | Demande d'Accès au Lecteur DirGen pour Mme Laura GARNIER | 1 tache(s) | IDs GLPI: 18406
Ticket #31566 | Demande d’information | 1 tache(s) | IDs GLPI: 18399
Ticket #31567 | lecteur perso | 1 tache(s) | IDs GLPI: 18396
Ticket #31571 | Wifi le Tremplin | 1 tache(s) | IDs GLPI: 18392
Ticket #31575 | Installation outils administration | 1 tache(s) | IDs GLPI: 18386
Ticket #31593 | Création compte Airsdélib  | 1 tache(s) | IDs GLPI: 18367
Ticket #31594 | Récupération de fichier | 1 tache(s) | IDs GLPI: 18365
Ticket #31600 | chemin dirgen pour poste Laura Garnier | 1 tache(s) | IDs GLPI: 18358
Ticket #31607 | Formulaire | 1 tache(s) | IDs GLPI: 18347
Ticket #31609 | Messagerie NOK sur MAC | 1 tache(s) | IDs GLPI: 18345
Ticket #31612 | Lundi 15/01/2024 = Demande de 3 déplacements de matériel - CAT | 2 tache(s) | IDs GLPI: 18338,18339
Ticket #31619 | spams | 1 tache(s) | IDs GLPI: 18330
Ticket #31620 | Suppresssion Outlouk Patrice Lalanne responsable de service  | 1 tache(s) | IDs GLPI: 18329
Ticket #31622 | Demande de Téléphone Fixe  | 1 tache(s) | IDs GLPI: 18323
Ticket #31626 | RE: Demande  droits d'accès - Mme JUGIE - ID 31603 - Process | 1 tache(s) | IDs GLPI: 18317
Ticket #31628 | Suppresssion Outlouk Patrice Lalanne responsable de service  | 1 tache(s) | IDs GLPI: 18314
Ticket #31635 | Demande  | 1 tache(s) | IDs GLPI: 18303
Ticket #31636 | Demande identifiants AirsDelib V6 | 2 tache(s) | IDs GLPI: 18301,18302
Ticket #31644 | Mise à jour autorisations d'accès au dossier  PPLL Tableau de bord.xls sous K | 1 tache(s) | IDs GLPI: 18289
Ticket #31648 | RE: [GLPI #0031392] Root entity &gt; Support | Clôture du ticket : RE: [GLPI #0031195] Root entity &gt; Support | Clôture du ticket : RE: MISE EN FONCTIONNALITE DE 2 BUREAUX CAT | 2 tache(s) | IDs GLPI: 18283,18284
Ticket #31654 | Connexion au compte Microsoft | 1 tache(s) | IDs GLPI: 18273
Ticket #31655 | Demande d'ajout M. Olivier FILIPPINI - Liste Diffusion "ReseauAcheteurs" | 1 tache(s) | IDs GLPI: 18272
Ticket #31659 | Demande de suppression de la liste : eGf@siim94.net | 2 tache(s) | IDs GLPI: 18266,18267
Ticket #31662 | Demande d'augmentation d'espace sur le Lecteur "FLASHAGE" | 1 tache(s) | IDs GLPI: 18262
Ticket #31665 | Ajouts nom liste de diffusion | 1 tache(s) | IDs GLPI: 18258
Ticket #31670 | Création Compte AirDélib  | 1 tache(s) | IDs GLPI: 18250
Ticket #31677 | SYRIUS ne fonctionne pas | 1 tache(s) | IDs GLPI: 18241
Ticket #31680 | droits hangar | 1 tache(s) | IDs GLPI: 18237
Ticket #31682 | sirius hangar | 1 tache(s) | IDs GLPI: 18232
Ticket #31684 | RE: [GLPI #0031330] Root entity &gt; Support | Clôture du ticket : Création-compte-Namory-Bakayoko.doc | 1 tache(s) | IDs GLPI: 18230
Ticket #31685 | imposibilité de partage de calendrier | 1 tache(s) | IDs GLPI: 18228
Ticket #31686 | ACCES AIRDELIB BLOQUE | 1 tache(s) | IDs GLPI: 18226
Ticket #31696 | Demande Ecran Numérique Interactif salle de danse Marat | 1 tache(s) | IDs GLPI: 18213
Ticket #31699 | TR: Quarantine Report for arazafinandrianina@ivry94.fr | 1 tache(s) | IDs GLPI: 18209
Ticket #31702 | Net 32 | 1 tache(s) | IDs GLPI: 18203
Ticket #31715 | URL bloquée | 1 tache(s) | IDs GLPI: 18184
Ticket #31719 | accès K:/CONGES | 1 tache(s) | IDs GLPI: 18178
Ticket #31720 | TR: fiche event forum avenir et formation  | 1 tache(s) | IDs GLPI: 18175
Ticket #31728 | TR: Welcome to dpd.com | 1 tache(s) | IDs GLPI: 18163
Ticket #31730 | paramétrage eSedit | 1 tache(s) | IDs GLPI: 18161
Ticket #31734 | Problème de téléphone pour M BANNIER | 1 tache(s) | IDs GLPI: 18156
Ticket #31736 | Rangement serveur service information | 1 tache(s) | IDs GLPI: 18153
Ticket #31739 | Fiche d'arrivée pour Mr David Berkani  | 3 tache(s) | IDs GLPI: 18143,18144,18145
Ticket #31741 | récupération fichier | 1 tache(s) | IDs GLPI: 18140
Ticket #31743 | suppresion des annees 2021 2022 b | 1 tache(s) | IDs GLPI: 18137
Ticket #31746 | TR: Modification d'accès à K:CONGES suite à réorganisation de la DEP | 2 tache(s) | IDs GLPI: 18132,18133
Ticket #31748 | récupérer un dossier sous x | 1 tache(s) | IDs GLPI: 18129
Ticket #31751 | TR: Validation des dossiers DDAC pour le CM de février | 1 tache(s) | IDs GLPI: 18124
Ticket #31755 | Dde ouverture session pour stagiaire au service Petite Enfance | 1 tache(s) | IDs GLPI: 18120
Ticket #31756 | dotation au 02 février 2024 pour Madame Laura ROBERT | 1 tache(s) | IDs GLPI: 18117
Ticket #31760 | fichier supprimé par erreur    X:\Transversal_cadre\passage en recette2024 | 1 tache(s) | IDs GLPI: 18113
Ticket #31763 | Blocage Sophos | 2 tache(s) | IDs GLPI: 18108,18109
Ticket #31764 | Accès fichier K - Mme OUDDAK | 1 tache(s) | IDs GLPI: 18106
Ticket #31767 | Actualisation contact outlook | 1 tache(s) | IDs GLPI: 18103
Ticket #31768 | Mutation interne - Ahmed CHERIC | 4 tache(s) | IDs GLPI: 18098,18099,18100,18101
Ticket #31771 | modification carnet d'adresse outlook | 1 tache(s) | IDs GLPI: 18094
Ticket #31772 | Création compte Teams  | 1 tache(s) | IDs GLPI: 18091
Ticket #31774 | TR: Fiche d'arrivée pour Mr David Berkani  | 1 tache(s) | IDs GLPI: 18087
Ticket #31775 | TR: Bon à signer Luxy | 1 tache(s) | IDs GLPI: 18085
Ticket #31778 | Pas de remonté du lecteur I | 4 tache(s) | IDs GLPI: 18075,18076,18077,18078
Ticket #31780 | pb interne télétravail | 1 tache(s) | IDs GLPI: 18072
Ticket #31783 | Problème imprimante couleur | 1 tache(s) | IDs GLPI: 18066
Ticket #31784 | Changement de Pc portable | 1 tache(s) | IDs GLPI: 18061
Ticket #31787 | demande application  | 1 tache(s) | IDs GLPI: 18056
Ticket #31788 | Création dossier | 1 tache(s) | IDs GLPI: 18055
Ticket #31789 | Restauration Fichier | 1 tache(s) | IDs GLPI: 18053
Ticket #31799 | nouvelle arrivante - Camille Lorenzo | 1 tache(s) | IDs GLPI: 18043
Ticket #31800 | nouvelle arrivante - Camille Lorenso - 1er février 24 | 1 tache(s) | IDs GLPI: 18041
Ticket #31803 | Demande ordinateur portable | 2 tache(s) | IDs GLPI: 18036,18037
Ticket #31805 | Demande de mo,niteur 24 pouces | 1 tache(s) | IDs GLPI: 18032
Ticket #31806 | spams | 1 tache(s) | IDs GLPI: 18031
Ticket #31807 | Tablette Opus | 2 tache(s) | IDs GLPI: 18026,18027
Ticket #31809 | TR: Centre de services informatiques. | 1 tache(s) | IDs GLPI: 18022
Ticket #31821 | Création de compte | 1 tache(s) | IDs GLPI: 18009
Ticket #31822 | TR: Centre de services informatiques. | 1 tache(s) | IDs GLPI: 18008
Ticket #31823 | Signalement SPAM / TR: Centre de services informatiques. | 1 tache(s) | IDs GLPI: 18006
Ticket #31824 | spam | 1 tache(s) | IDs GLPI: 18003
Ticket #31825 | Reactivation de compte | 1 tache(s) | IDs GLPI: 18001
Ticket #31826 | spams | 1 tache(s) | IDs GLPI: 17999
Ticket #31828 | Icone O365 à épingler  | 2 tache(s) | IDs GLPI: 17993,17995
Ticket #31831 | L'utilisatrice à des soucis de connexion elle se connecte via une borne Wifi. | 1 tache(s) | IDs GLPI: 17989
Ticket #31833 | GPO O365 ajout | 1 tache(s) | IDs GLPI: 17985
Ticket #31836 | intervention pour accès mail boîte SMP  | 1 tache(s) | IDs GLPI: 17981
Ticket #31845 | RE: Demande de matériel | 1 tache(s) | IDs GLPI: 17969
Ticket #31848 | Demande intervention | 1 tache(s) | IDs GLPI: 17962
Ticket #31853 | Acces au lecteur X: KO | 1 tache(s) | IDs GLPI: 17957
Ticket #31858 | demande | 1 tache(s) | IDs GLPI: 17948
Ticket #31863 | RE: Accès mails mac | 1 tache(s) | IDs GLPI: 17942
Ticket #31865 | Demandes d'ouverture de compte  | 2 tache(s) | IDs GLPI: 17938,17939
Ticket #31868 | Nouvelle arrivée à l'espace Gérard Philipe - Mme GROSJEAN Emma | 2 tache(s) | IDs GLPI: 17933,17934
Ticket #31872 | Liste de distribution DSI | 1 tache(s) | IDs GLPI: 17928
Ticket #31873 | Paramétrage des SSID Wifi des nouveaux PC de la DJEUN | 1 tache(s) | IDs GLPI: 17926
Ticket #31875 | quarantaine | 2 tache(s) | IDs GLPI: 17922,17923
Ticket #31877 | RE: Restauration Fichier | 1 tache(s) | IDs GLPI: 17919
Ticket #31879 | Droits GLPI Christophe LAFFRAT | 1 tache(s) | IDs GLPI: 17916
Ticket #31880 | RE: [GLPI #0030087] Root entity &gt; Support | Clôture du ticket : RE: Imprimante Louis Bertrand | 1 tache(s) | IDs GLPI: 17913
Ticket #31881 | problème de mémoire | 1 tache(s) | IDs GLPI: 17910
Ticket #31884 | RE: Création d'un groupe de contact Outlook | 1 tache(s) | IDs GLPI: 17906
Ticket #31885 | Disparition de mails archivés | 1 tache(s) | IDs GLPI: 17904
Ticket #31888 | Récupération dossier sur réseau | 1 tache(s) | IDs GLPI: 17899
Ticket #31889 | Création de compte | 1 tache(s) | IDs GLPI: 17898
Ticket #31890 | Création de compte | 1 tache(s) | IDs GLPI: 17896
Ticket #31893 | place dans le dossier partagé Luxy | 1 tache(s) | IDs GLPI: 17889
Ticket #31894 | Problèmes sur word | 2 tache(s) | IDs GLPI: 17887,17888
Ticket #31896 | RE: Problème de scanner / Nouveau photocopieur site Saint-Just | 1 tache(s) | IDs GLPI: 17883
Ticket #31898 | RE: Spam semaine 03 | 1 tache(s) | IDs GLPI: 17881
Ticket #31899 | Demande de restauration de fichiers | 1 tache(s) | IDs GLPI: 17879
Ticket #31900 | Demande matériel | 1 tache(s) | IDs GLPI: 17877
Ticket #31902 | SPAM | 1 tache(s) | IDs GLPI: 17874
Ticket #31904 | disparition mails | 1 tache(s) | IDs GLPI: 17871
Ticket #31905 | Accès Opus-Concerto pour Madame BERTOCCHI | 1 tache(s) | IDs GLPI: 17869
Ticket #31908 | connexion impossible : commande de repas site du Siresco "Tables Communes" | 1 tache(s) | IDs GLPI: 17865
Ticket #31909 | Problème lien Tables Communes | 2 tache(s) | IDs GLPI: 17862,17863
Ticket #31910 | Demande d'ordinateur | 1 tache(s) | IDs GLPI: 17860
Ticket #31911 | Accès X: | 1 tache(s) | IDs GLPI: 17858
Ticket #31912 | création reunion teams impossible | 1 tache(s) | IDs GLPI: 17856
Ticket #31913 | TR: Accès K: | 1 tache(s) | IDs GLPI: 17854
Ticket #31916 | Autoriser un expéditeur banni | 1 tache(s) | IDs GLPI: 17849
Ticket #31918 | TR: Quarantine Report for multimedia@ivry94.fr | 1 tache(s) | IDs GLPI: 17847
Ticket #31919 | Déploiement ACCEO - Demande de tablettes | 1 tache(s) | IDs GLPI: 17845
Ticket #31921 | TR: Quarantine Report for fperalta@ivry94.fr | 1 tache(s) | IDs GLPI: 17842
Ticket #31922 | droits de Johan AUJOUANNET | 1 tache(s) | IDs GLPI: 17840
Ticket #31923 | TR: Demande d'accès Concerto/Opus et Access | 2 tache(s) | IDs GLPI: 17837,17838
Ticket #31924 | TR: Quarantine Report for schs.habitat@ivry94.fr | 1 tache(s) | IDs GLPI: 17835
Ticket #31925 | Probleme de mail | 2 tache(s) | IDs GLPI: 17832,17833
Ticket #31927 | session professeurs hangar | 1 tache(s) | IDs GLPI: 17827
Ticket #31929 | TR: Process demande téléphonie Mobile | 1 tache(s) | IDs GLPI: 17824
Ticket #31933 | panne internet  | 1 tache(s) | IDs GLPI: 17817
Ticket #31934 | Demande session stagiaire | 1 tache(s) | IDs GLPI: 17815
Ticket #31935 | TR: Contact.amende-gouv.fr | 1 tache(s) | IDs GLPI: 17813
Ticket #31940 | nouvelle arrivée à l'espace Gérard Philipe - Mme GAZEAU Julia | 1 tache(s) | IDs GLPI: 17800
Ticket #31944 | brassage d'une prise sur un réseau autorisant le jeu vidéo | 8 tache(s) | IDs GLPI: 17788,17789,17790,17791,17792,17793,17794,17795
Ticket #31945 | Dysfonctionnement accès sous X J.L. CARBONARI | 1 tache(s) | IDs GLPI: 17786
Ticket #31948 | TR: Reactivation de compte | 1 tache(s) | IDs GLPI: 17780
Ticket #31949 | RE: creation compte outlook Camille Breysse  | 1 tache(s) | IDs GLPI: 17778
Ticket #31958 | TR: Maka | 1 tache(s) | IDs GLPI: 17765
Ticket #31963 | cable sécurité P022014 | 1 tache(s) | IDs GLPI: 17760
Ticket #31964 | AirsDelib - Demande réception de notifications | 1 tache(s) | IDs GLPI: 17758
Ticket #31968 | restauration mail boite de reception | 3 tache(s) | IDs GLPI: 17752,17754,17755
Ticket #31969 | Bonjour,   Vous trouverez ci-joint la demande d’ouverture de session p | 1 tache(s) | IDs GLPI: 17751
Ticket #31976 | TR: Quarantine Report for dds@ivry94.fr | 1 tache(s) | IDs GLPI: 17739
Ticket #31978 | Changement droits réseau DDAC : X | 6 tache(s) | IDs GLPI: 17730,17731,17732,17733,17734,17735
Ticket #31983 | accès à des serveurs | 1 tache(s) | IDs GLPI: 17724
Ticket #31984 | RE: [GLPI #0031622] Ticket résolu Demande de Téléphone Fixe | 1 tache(s) | IDs GLPI: 17722
Ticket #31985 | Problème affichage téléphonie mobile | 3 tache(s) | IDs GLPI: 17718,17719,17720
Ticket #31987 | Demande d'intervention | 1 tache(s) | IDs GLPI: 17715
Ticket #31988 | URGENT ! repertoire "X" "transversal cadres" | 1 tache(s) | IDs GLPI: 17713
Ticket #31989 | demande d'accès boites mail | 1 tache(s) | IDs GLPI: 17710
Ticket #31991 | restitution pc complet et telephone - Dircom | 1 tache(s) | IDs GLPI: 17706
Ticket #31993 | Récupération de fichiers copiés par erreur sur le serveur M: (SIG) | 1 tache(s) | IDs GLPI: 17703
Ticket #31995 | TR: *SPAM*  kozon Important Credential Notification 1/26/2024 5:02:11 a.m. | 1 tache(s) | IDs GLPI: 17700
Ticket #31996 | Demande accès réduit | 1 tache(s) | IDs GLPI: 17698
Ticket #32001 | Demande de restauration | 3 tache(s) | IDs GLPI: 17690,17691,17692
Ticket #32002 | modification des listes outlook médiathèque | 1 tache(s) | IDs GLPI: 17688
Ticket #32005 | Restauration de fichiers | 2 tache(s) | IDs GLPI: 17681,17683
Ticket #32007 | Config pour envoi mails Extérieur | 3 tache(s) | IDs GLPI: 17676,17677,17678
Ticket #32009 | disque I | 1 tache(s) | IDs GLPI: 17673
Ticket #32010 | Arrivée nouvelle vacataire Luxy + suppression adresses | 1 tache(s) | IDs GLPI: 17671
Ticket #32011 | RE: intégration à la DEP | 1 tache(s) | IDs GLPI: 17669
Ticket #32012 | spams | 1 tache(s) | IDs GLPI: 17667
Ticket #32017 | Dysfonctionnement TPE | 1 tache(s) | IDs GLPI: 17663
Ticket #32021 | Fwd: Bug impression N°12 Planitech | 1 tache(s) | IDs GLPI: 17656
Ticket #32029 | Demande d'accès logiciel | 2 tache(s) | IDs GLPI: 17645,17646
Ticket #32032 | Récupération fichier - Quarantine Report for vmarques@ivry94.fr | 1 tache(s) | IDs GLPI: 17641
Ticket #32044 | Augmentation du volume d'espace disque - URGENT - PO 20442 + Disparitions de toutes les archives d'OutLook | 1 tache(s) | IDs GLPI: 17626
Ticket #32052 | SERVICE VIE DES QUARTIERS  - OUVERTURE DROIT WINDOWS - MAISONS DE QUARTIERS PETIT IVRY ET IVRY PORT  | 1 tache(s) | IDs GLPI: 17616
Ticket #32054 | mail camille breysse | 1 tache(s) | IDs GLPI: 17614
Ticket #32061 | Arrivée agent | 1 tache(s) | IDs GLPI: 17606
Ticket #32063 | déplacement d'un dossier à la racine X: Dircom | 1 tache(s) | IDs GLPI: 17603
Ticket #32065 | fiche event conseil municipal | 1 tache(s) | IDs GLPI: 17600
Ticket #32071 | TR: Quarantine Report for npierquin@ivry94.fr | 1 tache(s) | IDs GLPI: 17591
Ticket #32073 | Demande d'augmentation de quota serveur individuel et partagé | 1 tache(s) | IDs GLPI: 17588
Ticket #32077 | Demande d'écran supplémentaire | 1 tache(s) | IDs GLPI: 17580
Ticket #32078 | Très grosse lenteur PC portable et outlook  | 1 tache(s) | IDs GLPI: 17577
Ticket #32079 | Arrivée nouvel agent Archives | 3 tache(s) | IDs GLPI: 17573,17574,17575
Ticket #32083 | Ne reçoit pas les mails de sa boite pro vers la perso'  | 1 tache(s) | IDs GLPI: 17566
Ticket #32084 | Fichier disparu = Demande de Restauration | 1 tache(s) | IDs GLPI: 17564
Ticket #32085 | espace sur réseaux | 1 tache(s) | IDs GLPI: 17562
Ticket #32088 | Demande d'ajout agents - liste de diffusion "evènement" | 1 tache(s) | IDs GLPI: 17558
Ticket #32099 | Fiche_arrivee_changement_service_depart | 2 tache(s) | IDs GLPI: 17539,17540
Ticket #32102 | Pb logiciel VISOR | 1 tache(s) | IDs GLPI: 17535
Ticket #32103 | INTERVENTION CHEVALERET | 1 tache(s) | IDs GLPI: 17533
Ticket #32104 | Demande d'augmentation d'espace disque | 1 tache(s) | IDs GLPI: 17531
Ticket #32105 | Modification | 1 tache(s) | IDs GLPI: 17529
Ticket #32115 | transversal cadres sur x/droits d'accès supp | 1 tache(s) | IDs GLPI: 17514
Ticket #32120 | demande droit accès un dossier sous K | 4 tache(s) | IDs GLPI: 17503,17504,17505,17506
Ticket #32121 | Augmentation de la capacité de boite mail de Nathalie LERUCH | 1 tache(s) | IDs GLPI: 17501
Ticket #32127 | TR: Création LIF en ligne | 1 tache(s) | IDs GLPI: 17491
Ticket #32128 | Augmentation espace | 1 tache(s) | IDs GLPI: 17490
Ticket #32135 | RE: Configuration du poste de Camille Lorenzo | 1 tache(s) | IDs GLPI: 17482
Ticket #32136 | Récupération Fichier | 3 tache(s) | IDs GLPI: 17478,17479,17480
Ticket #32138 | TR: Quarantine Report for tmoussous@ivry94.fr | 1 tache(s) | IDs GLPI: 17475
Ticket #32139 | fichiers bloqué en lecture seule | 1 tache(s) | IDs GLPI: 17473
Ticket #32143 | TR: Quarantine Report for irouger@ivry94.fr | 1 tache(s) | IDs GLPI: 17466
Ticket #32147 | Demande d'ajout Calendrier même Droits que Mme MENDY Rita | 3 tache(s) | IDs GLPI: 17459,17460,17461
Ticket #32149 | Renommer lecteur W: | 1 tache(s) | IDs GLPI: 17456
Ticket #32158 | TR: resto  | 1 tache(s) | IDs GLPI: 17443
Ticket #32164 | TR: Restauration de fichiers | 1 tache(s) | IDs GLPI: 17435
Ticket #32167 | changement | 1 tache(s) | IDs GLPI: 17431
Ticket #32169 | Panne, réseau informatique et téléphonie | 1 tache(s) | IDs GLPI: 17428
Ticket #32171 | Demande compte windows générique | 1 tache(s) | IDs GLPI: 17425
Ticket #32174 | TR: Intégration fichier | 1 tache(s) | IDs GLPI: 17421
Ticket #32177 | Restauration de fichier | 1 tache(s) | IDs GLPI: 17417
Ticket #32178 | documents supprimer | 1 tache(s) | IDs GLPI: 17415
Ticket #32181 | TR: Service d'assistance TIC | 1 tache(s) | IDs GLPI: 17411
Ticket #32182 | Exceptions Proxy pour Rainbow | 1 tache(s) | IDs GLPI: 17409
Ticket #32184 | récupération mail et fichier  Quarantine Report for vmarques@ivry94.fr | 1 tache(s) | IDs GLPI: 17406
